full_text,cleaning,case_folding,tokenize,filtering/stopword removal,stemming_data
Mendingan bully emyu yg goblok dah daripada ribut soal debat capres wkwk,Mendingan bully emyu yg goblok dah daripada ribut soal debat capres wkwk,mendingan bully emyu yg goblok dah daripada ribut soal debat capres wkwk,"['mendingan', 'bully', 'emyu', 'yg', 'goblok', 'dah', 'daripada', 'ribut', 'soal', 'debat', 'capres', 'wkwk']","['mendingan', 'bully', 'emyu', 'yg', 'goblok', 'dah', 'ribut', 'debat', 'capres', 'wkwk']",mending bully emyu yg goblok dah ribut debat capres wkwk
@NgalimanMS @aniesbaswedan @cakimiNOW @DPP_PKB @EmHasanuddin @Jazilul_Fawaid @zainul_munas @HasanRofiqi4 @Mursyidan10 Anies memang nomor 1 dalam debat capres pertama,NgalimanMS aniesbaswedan cakimiNOW DPPPKB EmHasanuddin JazilulFawaid zainulmunas HasanRofiqi Mursyidan Anies memang nomor  dalam debat capres pertama,ngalimanms aniesbaswedan cakiminow dpppkb emhasanuddin jazilulfawaid zainulmunas hasanrofiqi mursyidan anies memang nomor  dalam debat capres pertama,"['ngalimanms', 'aniesbaswedan', 'cakiminow', 'dpppkb', 'emhasanuddin', 'jazilulfawaid', 'zainulmunas', 'hasanrofiqi', 'mursyidan', 'anies', 'memang', 'nomor', 'dalam', 'debat', 'capres', 'pertama']","['ngalimanms', 'aniesbaswedan', 'cakiminow', 'dpppkb', 'emhasanuddin', 'jazilulfawaid', 'zainulmunas', 'hasanrofiqi', 'mursyidan', 'anies', 'nomor', 'debat', 'capres']",ngalimanms aniesbaswedan cakiminow dpppkb emhasanuddin jazilulfawaid zainulmunas hasanrofiqi mursyid anies nomor debat capres
"mulai goyah abis nonton debat capres :"";0;1;0;0;in;496829247;1734724792446800369;MiftahMsh;https://twitter.com/MiftahMsh/status/1734724792446800369
Tue Dec 12 23:59:49 +0000 2023;1734724770867093554;DARI DEBAT CAPRES 1: secara umum bisa diprediksi Calon 1 &amp  Calon 3 menggunakan model retorika yg cukup memadai.  Sdg Calon 2 berkutat pd gagasan yg tak berujung dan beban masa lalu. Gagasan teoritis Calon 1 berada di menara gading sangat indah memukau sdg Calon 3 lebih afirmatif""","mulai goyah abis nonton debat capres inMiftahMshhttpstwittercomMiftahMshstatus
Tue Dec    DARI DEBAT CAPRES  secara umum bisa diprediksi Calon  amp  Calon  menggunakan model retorika yg cukup memadai  Sdg Calon  berkutat pd gagasan yg tak berujung dan beban masa lalu Gagasan teoritis Calon  berada di menara gading sangat indah memukau sdg Calon  lebih afirmatif","mulai goyah abis nonton debat capres inmiftahmshhttpstwittercommiftahmshstatus
tue dec    dari debat capres  secara umum bisa diprediksi calon  amp  calon  menggunakan model retorika yg cukup memadai  sdg calon  berkutat pd gagasan yg tak berujung dan beban masa lalu gagasan teoritis calon  berada di menara gading sangat indah memukau sdg calon  lebih afirmatif","['mulai', 'goyah', 'abis', 'nonton', 'debat', 'capres', 'inmiftahmshhttpstwittercommiftahmshstatus', 'tue', 'dec', 'dari', 'debat', 'capres', 'secara', 'umum', 'bisa', 'diprediksi', 'calon', 'amp', 'calon', 'menggunakan', 'model', 'retorika', 'yg', 'cukup', 'memadai', 'sdg', 'calon', 'berkutat', 'pd', 'gagasan', 'yg', 'tak', 'berujung', 'dan', 'beban', 'masa', 'lalu', 'gagasan', 'teoritis', 'calon', 'berada', 'di', 'menara', 'gading', 'sangat', 'indah', 'memukau', 'sdg', 'calon', 'lebih', 'afirmatif']","['goyah', 'abis', 'nonton', 'debat', 'capres', 'inmiftahmshhttpstwittercommiftahmshstatus', 'tue', 'dec', 'debat', 'capres', 'diprediksi', 'calon', 'amp', 'calon', 'model', 'retorika', 'yg', 'memadai', 'sdg', 'calon', 'berkutat', 'pd', 'gagasan', 'yg', 'berujung', 'beban', 'gagasan', 'teoritis', 'calon', 'menara', 'gading', 'indah', 'memukau', 'sdg', 'calon', 'afirmatif']",goyah abis nonton debat capres inmiftahmshhttpstwittercommiftahmshstatus tue dec debat capres prediksi calon amp calon model retorika yg pada sdg calon kutat pd gagas yg ujung beban gagas teoritis calon menara gading indah pukau sdg calon afirmatif
"saya gak takut gak punya jabatan pak anies!""  tapi nyalon mulu lu. #DebatCapres2023  #DebatPilpres2024  #DebatPilpres  #DebatCapres""",saya gak takut gak punya jabatan pak anies  tapi nyalon mulu lu DebatCapres  DebatPilpres  DebatPilpres  DebatCapres,saya gak takut gak punya jabatan pak anies  tapi nyalon mulu lu debatcapres  debatpilpres  debatpilpres  debatcapres,"['saya', 'gak', 'takut', 'gak', 'punya', 'jabatan', 'pak', 'anies', 'tapi', 'nyalon', 'mulu', 'lu', 'debatcapres', 'debatpilpres', 'debatpilpres', 'debatcapres']","['gak', 'takut', 'gak', 'jabatan', 'anies', 'nyalon', 'mulu', 'lu', 'debatcapres', 'debatpilpres', 'debatpilpres', 'debatcapres']",gak takut gak jabat anies nyalon mulu lu debatcapres debatpilpres debatpilpres debatcapres
"Soal Demokrasi, Begini Tanggapan 3 Calon Presiden  #DebatCapres2023 #DebatPilpres2024 #DebatCapres  https://t.co/du9xNVcK4t",Soal Demokrasi Begini Tanggapan  Calon Presiden  DebatCapres DebatPilpres DebatCapres  httpstcoduxNVcKt,soal demokrasi begini tanggapan  calon presiden  debatcapres debatpilpres debatcapres  httpstcoduxnvckt,"['soal', 'demokrasi', 'begini', 'tanggapan', 'calon', 'presiden', 'debatcapres', 'debatpilpres', 'debatcapres', 'httpstcoduxnvckt']","['demokrasi', 'tanggapan', 'calon', 'presiden', 'debatcapres', 'debatpilpres', 'debatcapres', 'httpstcoduxnvckt']",demokrasi tanggap calon presiden debatcapres debatpilpres debatcapres httpstcoduxnvckt
seneng bats di tl ku yg rame habis debat capres cawapres tuh yg jokes ala kpopers jd ngerti lgsg maksudmya apa 🤣🤣,seneng bats di tl ku yg rame habis debat capres cawapres tuh yg jokes ala kpopers jd ngerti lgsg maksudmya apa ,seneng bats di tl ku yg rame habis debat capres cawapres tuh yg jokes ala kpopers jd ngerti lgsg maksudmya apa ,"['seneng', 'bats', 'di', 'tl', 'ku', 'yg', 'rame', 'habis', 'debat', 'capres', 'cawapres', 'tuh', 'yg', 'jokes', 'ala', 'kpopers', 'jd', 'ngerti', 'lgsg', 'maksudmya', 'apa']","['seneng', 'bats', 'tl', 'ku', 'yg', 'rame', 'habis', 'debat', 'capres', 'cawapres', 'tuh', 'yg', 'jokes', 'ala', 'kpopers', 'jd', 'ngerti', 'lgsg', 'maksudmya']",neng bats tl ku yg rame habis debat capres cawapres tuh yg jokes ala kpopers jd ngerti lgsg maksudmya
@GibranRakabumi Ini toh joget nya ...dalam merespon debat capres ...seperti gaya anak hiperaktif...gitu Yaa... https://t.co/cSHY3yPVRw,GibranRakabumi Ini toh joget nya dalam merespon debat capres seperti gaya anak hiperaktifgitu Yaa httpstcocSHYyPVRw,gibranrakabumi ini toh joget nya dalam merespon debat capres seperti gaya anak hiperaktifgitu yaa httpstcocshyypvrw,"['gibranrakabumi', 'ini', 'toh', 'joget', 'nya', 'dalam', 'merespon', 'debat', 'capres', 'seperti', 'gaya', 'anak', 'hiperaktifgitu', 'yaa', 'httpstcocshyypvrw']","['gibranrakabumi', 'joget', 'nya', 'merespon', 'debat', 'capres', 'gaya', 'anak', 'hiperaktifgitu', 'yaa', 'httpstcocshyypvrw']",gibranrakabumi joget nya merespon debat capres gaya anak hiperaktifgitu yaa httpstcocshyypvrw
"Selalu ada Romantisme ditengah Perjuangan, menjadi sesuatu banget 💝💝💝  Sat Set Tas Tes  #DebatCapres Manchester United santai Maguire Emosian paslon Wowo No 3 GAMA m3nang https://t.co/Dx7ij7Fw6J",Selalu ada Romantisme ditengah Perjuangan menjadi sesuatu banget   Sat Set Tas Tes  DebatCapres Manchester United santai Maguire Emosian paslon Wowo No  GAMA mnang httpstcoDxijFwJ,selalu ada romantisme ditengah perjuangan menjadi sesuatu banget   sat set tas tes  debatcapres manchester united santai maguire emosian paslon wowo no  gama mnang httpstcodxijfwj,"['selalu', 'ada', 'romantisme', 'ditengah', 'perjuangan', 'menjadi', 'sesuatu', 'banget', 'sat', 'set', 'tas', 'tes', 'debatcapres', 'manchester', 'united', 'santai', 'maguire', 'emosian', 'paslon', 'wowo', 'no', 'gama', 'mnang', 'httpstcodxijfwj']","['romantisme', 'ditengah', 'perjuangan', 'banget', 'sat', 'set', 'tas', 'tes', 'debatcapres', 'manchester', 'united', 'santai', 'maguire', 'emosian', 'paslon', 'wowo', 'no', 'gama', 'mnang', 'httpstcodxijfwj']",romantisme tengah juang banget sat set tas tes debatcapres manchester united santai maguire emosi paslon wowo no gama mnang httpstcodxijfwj
Bapak memang terlihat sehat tetapi badan bapak kayaknya terlalu gemuk #debat capres,Bapak memang terlihat sehat tetapi badan bapak kayaknya terlalu gemuk debat capres,bapak memang terlihat sehat tetapi badan bapak kayaknya terlalu gemuk debat capres,"['bapak', 'memang', 'terlihat', 'sehat', 'tetapi', 'badan', 'bapak', 'kayaknya', 'terlalu', 'gemuk', 'debat', 'capres']","['sehat', 'badan', 'kayaknya', 'gemuk', 'debat', 'capres']",sehat badan kayak gemuk debat capres
"mencari kesimpulan debat capres semalam..  saran, boleh g debat capresnya mulai lebih awal? kasih genZ yg ngantukan kayak sy g bisa ikutan nonton🙏🏻",mencari kesimpulan debat capres semalam  saran boleh g debat capresnya mulai lebih awal kasih genZ yg ngantukan kayak sy g bisa ikutan nonton,mencari kesimpulan debat capres semalam  saran boleh g debat capresnya mulai lebih awal kasih genz yg ngantukan kayak sy g bisa ikutan nonton,"['mencari', 'kesimpulan', 'debat', 'capres', 'semalam', 'saran', 'boleh', 'g', 'debat', 'capresnya', 'mulai', 'lebih', 'awal', 'kasih', 'genz', 'yg', 'ngantukan', 'kayak', 'sy', 'g', 'bisa', 'ikutan', 'nonton']","['mencari', 'kesimpulan', 'debat', 'capres', 'semalam', 'saran', 'g', 'debat', 'capresnya', 'kasih', 'genz', 'yg', 'ngantukan', 'kayak', 'sy', 'g', 'ikutan', 'nonton']",cari simpul debat capres malam saran g debat capresnya kasih genz yg ngantukan kayak sy g ikut nonton
"@Ryan_Fighter7 SAYA COBA MENGAMATI DEBAT : CAPRES  3 : MENYAMPAIKAN SANTUN , BAGUS , TTP ISI PESAN MEMBANGUN BANGSA TDK TERLIHAT  CAPRES  2 : MENYAMPAIKAN EMOSIONAL,KURANG TERTATA, TTP ISI PESAN MEMBANGUN BANGAS TDK TERLIHAT CAPRES 1 : MENYAMPIAKAN BAGUS,TERLIHAT KONSEP MEMBANGUN BANGSA",RyanFighter SAYA COBA MENGAMATI DEBAT  CAPRES    MENYAMPAIKAN SANTUN  BAGUS  TTP ISI PESAN MEMBANGUN BANGSA TDK TERLIHAT  CAPRES    MENYAMPAIKAN EMOSIONALKURANG TERTATA TTP ISI PESAN MEMBANGUN BANGAS TDK TERLIHAT CAPRES   MENYAMPIAKAN BAGUSTERLIHAT KONSEP MEMBANGUN BANGSA,ryanfighter saya coba mengamati debat  capres    menyampaikan santun  bagus  ttp isi pesan membangun bangsa tdk terlihat  capres    menyampaikan emosionalkurang tertata ttp isi pesan membangun bangas tdk terlihat capres   menyampiakan bagusterlihat konsep membangun bangsa,"['ryanfighter', 'saya', 'coba', 'mengamati', 'debat', 'capres', 'menyampaikan', 'santun', 'bagus', 'ttp', 'isi', 'pesan', 'membangun', 'bangsa', 'tdk', 'terlihat', 'capres', 'menyampaikan', 'emosionalkurang', 'tertata', 'ttp', 'isi', 'pesan', 'membangun', 'bangas', 'tdk', 'terlihat', 'capres', 'menyampiakan', 'bagusterlihat', 'konsep', 'membangun', 'bangsa']","['ryanfighter', 'coba', 'mengamati', 'debat', 'capres', 'santun', 'bagus', 'ttp', 'isi', 'pesan', 'membangun', 'bangsa', 'tdk', 'capres', 'emosionalkurang', 'tertata', 'ttp', 'isi', 'pesan', 'membangun', 'bangas', 'tdk', 'capres', 'menyampiakan', 'bagusterlihat', 'konsep', 'membangun', 'bangsa']",ryanfighter coba amat debat capres santun bagus ttp isi pesan bangun bangsa tdk capres emosionalkurang tata ttp isi pesan bangun bangas tdk capres menyampiakan bagusterlihat konsep bangun bangsa
debat capres semalem nunjukkin seberapa cerdas capresnya. selalu kagum sama jawaban capres yang underrated itu 🙌🏻,debat capres semalem nunjukkin seberapa cerdas capresnya selalu kagum sama jawaban capres yang underrated itu ,debat capres semalem nunjukkin seberapa cerdas capresnya selalu kagum sama jawaban capres yang underrated itu ,"['debat', 'capres', 'semalem', 'nunjukkin', 'seberapa', 'cerdas', 'capresnya', 'selalu', 'kagum', 'sama', 'jawaban', 'capres', 'yang', 'underrated', 'itu']","['debat', 'capres', 'semalem', 'nunjukkin', 'cerdas', 'capresnya', 'kagum', 'capres', 'underrated']",debat capres semalem nunjukkin cerdas capresnya kagum capres underrated
@Hasbil_Lbs @prabowo @ganjarpranowo @aniesbaswedan Ini lg review debat capres tahun 2014 apa 2019 bang? Wkwk,HasbilLbs prabowo ganjarpranowo aniesbaswedan Ini lg review debat capres tahun  apa  bang Wkwk,hasbillbs prabowo ganjarpranowo aniesbaswedan ini lg review debat capres tahun  apa  bang wkwk,"['hasbillbs', 'prabowo', 'ganjarpranowo', 'aniesbaswedan', 'ini', 'lg', 'review', 'debat', 'capres', 'tahun', 'apa', 'bang', 'wkwk']","['hasbillbs', 'prabowo', 'ganjarpranowo', 'aniesbaswedan', 'lg', 'review', 'debat', 'capres', 'bang', 'wkwk']",hasbillbs prabowo ganjarpranowo aniesbaswedan lg review debat capres bang wkwk
@dr_tompi Klo saling memuji di debat capres.itu namanya silaturahmi halal bil halal namanya,drtompi Klo saling memuji di debat capresitu namanya silaturahmi halal bil halal namanya,drtompi klo saling memuji di debat capresitu namanya silaturahmi halal bil halal namanya,"['drtompi', 'klo', 'saling', 'memuji', 'di', 'debat', 'capresitu', 'namanya', 'silaturahmi', 'halal', 'bil', 'halal', 'namanya']","['drtompi', 'klo', 'memuji', 'debat', 'capresitu', 'namanya', 'silaturahmi', 'halal', 'bil', 'halal', 'namanya']",drtompi klo puji debat capresitu nama silaturahmi halal bil halal nama
"abis liat debat capres jadi bingung mau pilih siapa.....mau milih si A tapi katanya g punya prestasi, milih si B tapi kebanyakan gimmick, milih si C katanya cma janji manis aja... JADI GUE HARUS MILIH SIAPA ANJIRR— golput aja dah",abis liat debat capres jadi bingung mau pilih siapamau milih si A tapi katanya g punya prestasi milih si B tapi kebanyakan gimmick milih si C katanya cma janji manis aja JADI GUE HARUS MILIH SIAPA ANJIRR golput aja dah,abis liat debat capres jadi bingung mau pilih siapamau milih si a tapi katanya g punya prestasi milih si b tapi kebanyakan gimmick milih si c katanya cma janji manis aja jadi gue harus milih siapa anjirr golput aja dah,"['abis', 'liat', 'debat', 'capres', 'jadi', 'bingung', 'mau', 'pilih', 'siapamau', 'milih', 'si', 'a', 'tapi', 'katanya', 'g', 'punya', 'prestasi', 'milih', 'si', 'b', 'tapi', 'kebanyakan', 'gimmick', 'milih', 'si', 'c', 'katanya', 'cma', 'janji', 'manis', 'aja', 'jadi', 'gue', 'harus', 'milih', 'siapa', 'anjirr', 'golput', 'aja', 'dah']","['abis', 'liat', 'debat', 'capres', 'bingung', 'pilih', 'siapamau', 'milih', 'si', 'a', 'g', 'prestasi', 'milih', 'si', 'b', 'kebanyakan', 'gimmick', 'milih', 'si', 'c', 'cma', 'janji', 'manis', 'aja', 'gue', 'milih', 'anjirr', 'golput', 'aja', 'dah']",abis liat debat capres bingung pilih siapamau milih si a g prestasi milih si b banyak gimmick milih si c cma janji manis aja gue milih anjirr golput aja dah
Debat Capres...  Anis.....Mantan Gubernur...  Prabowo...Menhakam Aktif  Ganjar.... Gubernur Jateng..Aktif..  Konstitusi bisa berubah....sesuai Kepentingan....Tahu sama Tahu...Kita Bukan Anak anak ...katanya ....,Debat Capres  AnisMantan Gubernur  PrabowoMenhakam Aktif  Ganjar Gubernur JatengAktif  Konstitusi bisa berubahsesuai KepentinganTahu sama TahuKita Bukan Anak anak katanya ,debat capres  anismantan gubernur  prabowomenhakam aktif  ganjar gubernur jatengaktif  konstitusi bisa berubahsesuai kepentingantahu sama tahukita bukan anak anak katanya ,"['debat', 'capres', 'anismantan', 'gubernur', 'prabowomenhakam', 'aktif', 'ganjar', 'gubernur', 'jatengaktif', 'konstitusi', 'bisa', 'berubahsesuai', 'kepentingantahu', 'sama', 'tahukita', 'bukan', 'anak', 'anak', 'katanya']","['debat', 'capres', 'anismantan', 'gubernur', 'prabowomenhakam', 'aktif', 'ganjar', 'gubernur', 'jatengaktif', 'konstitusi', 'berubahsesuai', 'kepentingantahu', 'tahukita', 'anak', 'anak']",debat capres anismantan gubernur prabowomenhakam aktif ganjar gubernur jatengaktif konstitusi berubahsesuai kepentingantahu tahukita anak anak
@idextratime ti gimana ti debat capres semalem?,idextratime ti gimana ti debat capres semalem,idextratime ti gimana ti debat capres semalem,"['idextratime', 'ti', 'gimana', 'ti', 'debat', 'capres', 'semalem']","['idextratime', 'ti', 'gimana', 'ti', 'debat', 'capres', 'semalem']",idextratime ti gimana ti debat capres semalem
"Jarang yang Tahu, Panelis Debat Capres-Cawapres Mada Sukmajati dan Al Makin Ternyata Alumni Kampus Tertua di Jerman, Bisa Tebak Kuliah di Mana? https://t.co/dihQvYCwzd",Jarang yang Tahu Panelis Debat CapresCawapres Mada Sukmajati dan Al Makin Ternyata Alumni Kampus Tertua di Jerman Bisa Tebak Kuliah di Mana httpstcodihQvYCwzd,jarang yang tahu panelis debat caprescawapres mada sukmajati dan al makin ternyata alumni kampus tertua di jerman bisa tebak kuliah di mana httpstcodihqvycwzd,"['jarang', 'yang', 'tahu', 'panelis', 'debat', 'caprescawapres', 'mada', 'sukmajati', 'dan', 'al', 'makin', 'ternyata', 'alumni', 'kampus', 'tertua', 'di', 'jerman', 'bisa', 'tebak', 'kuliah', 'di', 'mana', 'httpstcodihqvycwzd']","['jarang', 'panelis', 'debat', 'caprescawapres', 'mada', 'sukmajati', 'al', 'alumni', 'kampus', 'tertua', 'jerman', 'tebak', 'kuliah', 'httpstcodihqvycwzd']",jarang panelis debat caprescawapres mada sukmajati al alumni kampus tua jerman tebak kuliah httpstcodihqvycwzd
"@ruhutsitompul Polling debat capres no 1 dan 3 unggul, polling paling rendah no 2..",ruhutsitompul Polling debat capres no  dan  unggul polling paling rendah no ,ruhutsitompul polling debat capres no  dan  unggul polling paling rendah no ,"['ruhutsitompul', 'polling', 'debat', 'capres', 'no', 'dan', 'unggul', 'polling', 'paling', 'rendah', 'no']","['ruhutsitompul', 'polling', 'debat', 'capres', 'no', 'unggul', 'polling', 'rendah', 'no']",ruhutsitompul polling debat capres no unggul polling rendah no
@tempodotco Yang emosi nya muncul dalam debat capres siapa ya?,tempodotco Yang emosi nya muncul dalam debat capres siapa ya,tempodotco yang emosi nya muncul dalam debat capres siapa ya,"['tempodotco', 'yang', 'emosi', 'nya', 'muncul', 'dalam', 'debat', 'capres', 'siapa', 'ya']","['tempodotco', 'emosi', 'nya', 'muncul', 'debat', 'capres', 'ya']",tempodotco emosi nya muncul debat capres ya
jelasin debat capres in kpop terms ini lucu lucuu. dannn tidak ada buzzer wkwk soalnya ga pada ngerti,jelasin debat capres in kpop terms ini lucu lucuu dannn tidak ada buzzer wkwk soalnya ga pada ngerti,jelasin debat capres in kpop terms ini lucu lucuu dannn tidak ada buzzer wkwk soalnya ga pada ngerti,"['jelasin', 'debat', 'capres', 'in', 'kpop', 'terms', 'ini', 'lucu', 'lucuu', 'dannn', 'tidak', 'ada', 'buzzer', 'wkwk', 'soalnya', 'ga', 'pada', 'ngerti']","['jelasin', 'debat', 'capres', 'in', 'kpop', 'terms', 'lucu', 'lucuu', 'dannn', 'buzzer', 'wkwk', 'ga', 'ngerti']",jelasin debat capres in kpop terms lucu lucuu dannn buzzer wkwk ga ngerti
Di satu sisi masih kesel sama israel dan palestina tapi di sisi lain bangsa sendiri lagi seru serunya liat debat capres.. kan hypenya jadi terbagi 😅,Di satu sisi masih kesel sama israel dan palestina tapi di sisi lain bangsa sendiri lagi seru serunya liat debat capres kan hypenya jadi terbagi ,di satu sisi masih kesel sama israel dan palestina tapi di sisi lain bangsa sendiri lagi seru serunya liat debat capres kan hypenya jadi terbagi ,"['di', 'satu', 'sisi', 'masih', 'kesel', 'sama', 'israel', 'dan', 'palestina', 'tapi', 'di', 'sisi', 'lain', 'bangsa', 'sendiri', 'lagi', 'seru', 'serunya', 'liat', 'debat', 'capres', 'kan', 'hypenya', 'jadi', 'terbagi']","['sisi', 'kesel', 'israel', 'palestina', 'sisi', 'bangsa', 'seru', 'serunya', 'liat', 'debat', 'capres', 'hypenya', 'terbagi']",sisi kesel israel palestina sisi bangsa seru seru liat debat capres hypenya bagi
"Umur bapak sudah tidak muda lagi, apakah nanti saat jadi presiden akan maksimal #debat capres",Umur bapak sudah tidak muda lagi apakah nanti saat jadi presiden akan maksimal debat capres,umur bapak sudah tidak muda lagi apakah nanti saat jadi presiden akan maksimal debat capres,"['umur', 'bapak', 'sudah', 'tidak', 'muda', 'lagi', 'apakah', 'nanti', 'saat', 'jadi', 'presiden', 'akan', 'maksimal', 'debat', 'capres']","['umur', 'muda', 'presiden', 'maksimal', 'debat', 'capres']",umur muda presiden maksimal debat capres
"Setelah menyimak debat capres pertanyaan antar capres ga ada yg berbobot. Semua berdasarkan nyinyir"". Fixed capres sampe debat semalam ga ada yg punya visi. Wkwkkkk .... nyinyir kaya di organisasi ae :-p""",Setelah menyimak debat capres pertanyaan antar capres ga ada yg berbobot Semua berdasarkan nyinyir Fixed capres sampe debat semalam ga ada yg punya visi Wkwkkkk  nyinyir kaya di organisasi ae p,setelah menyimak debat capres pertanyaan antar capres ga ada yg berbobot semua berdasarkan nyinyir fixed capres sampe debat semalam ga ada yg punya visi wkwkkkk  nyinyir kaya di organisasi ae p,"['setelah', 'menyimak', 'debat', 'capres', 'pertanyaan', 'antar', 'capres', 'ga', 'ada', 'yg', 'berbobot', 'semua', 'berdasarkan', 'nyinyir', 'fixed', 'capres', 'sampe', 'debat', 'semalam', 'ga', 'ada', 'yg', 'punya', 'visi', 'wkwkkkk', 'nyinyir', 'kaya', 'di', 'organisasi', 'ae', 'p']","['menyimak', 'debat', 'capres', 'capres', 'ga', 'yg', 'berbobot', 'berdasarkan', 'nyinyir', 'fixed', 'capres', 'sampe', 'debat', 'semalam', 'ga', 'yg', 'visi', 'wkwkkkk', 'nyinyir', 'kaya', 'organisasi', 'ae', 'p']",simak debat capres capres ga yg bobot dasar nyinyir fixed capres sampe debat malam ga yg visi wkwkkkk nyinyir kaya organisasi ae p
Timeline isinya debat capres semua bjirrr,Timeline isinya debat capres semua bjirrr,timeline isinya debat capres semua bjirrr,"['timeline', 'isinya', 'debat', 'capres', 'semua', 'bjirrr']","['timeline', 'isinya', 'debat', 'capres', 'bjirrr']",timeline isi debat capres bjirrr
Ketinggalan debat capres semalem belike:  (baca rangkuman) https://t.co/yuvB1qFH7B,Ketinggalan debat capres semalem belike  baca rangkuman httpstcoyuvBqFHB,ketinggalan debat capres semalem belike  baca rangkuman httpstcoyuvbqfhb,"['ketinggalan', 'debat', 'capres', 'semalem', 'belike', 'baca', 'rangkuman', 'httpstcoyuvbqfhb']","['ketinggalan', 'debat', 'capres', 'semalem', 'belike', 'baca', 'rangkuman', 'httpstcoyuvbqfhb']",tinggal debat capres semalem belike baca rangkum httpstcoyuvbqfhb
Debat semalem intinya gini #DebatCapres https://t.co/tfPjxM43gk,Debat semalem intinya gini DebatCapres httpstcotfPjxMgk,debat semalem intinya gini debatcapres httpstcotfpjxmgk,"['debat', 'semalem', 'intinya', 'gini', 'debatcapres', 'httpstcotfpjxmgk']","['debat', 'semalem', 'intinya', 'gini', 'debatcapres', 'httpstcotfpjxmgk']",debat semalem inti gin debatcapres httpstcotfpjxmgk
"@AlmaghribiS Setelah menonton lagi debat Capres semalam, dapat disimpulkan:  1. Anies : santun, pintar dan menguasai masalah.  2. Prabowo: emosi, pemarah, literisasi rendah.  3. Ganjar: tenang dan literisasi bagus.",AlmaghribiS Setelah menonton lagi debat Capres semalam dapat disimpulkan   Anies  santun pintar dan menguasai masalah   Prabowo emosi pemarah literisasi rendah   Ganjar tenang dan literisasi bagus,almaghribis setelah menonton lagi debat capres semalam dapat disimpulkan   anies  santun pintar dan menguasai masalah   prabowo emosi pemarah literisasi rendah   ganjar tenang dan literisasi bagus,"['almaghribis', 'setelah', 'menonton', 'lagi', 'debat', 'capres', 'semalam', 'dapat', 'disimpulkan', 'anies', 'santun', 'pintar', 'dan', 'menguasai', 'masalah', 'prabowo', 'emosi', 'pemarah', 'literisasi', 'rendah', 'ganjar', 'tenang', 'dan', 'literisasi', 'bagus']","['almaghribis', 'menonton', 'debat', 'capres', 'semalam', 'disimpulkan', 'anies', 'santun', 'pintar', 'menguasai', 'prabowo', 'emosi', 'pemarah', 'literisasi', 'rendah', 'ganjar', 'tenang', 'literisasi', 'bagus']",almaghribis tonton debat capres malam simpul anies santun pintar kuasa prabowo emosi marah liter rendah ganjar tenang liter bagus
"Hallo Sahabat semua... Semalam sudah pada nonton kang #DebatCapres?  Pasti diantara ketiga Paslon yang sudah memaparkan gagasan, visi dan misi mereka ada yang nyantol hatimu.  Yuk, gunakan hak suaramu dan jangan GOLPUT.  #debatcapres2024 #14februari #jangangolput #santai",Hallo Sahabat semua Semalam sudah pada nonton kang DebatCapres  Pasti diantara ketiga Paslon yang sudah memaparkan gagasan visi dan misi mereka ada yang nyantol hatimu  Yuk gunakan hak suaramu dan jangan GOLPUT  debatcapres februari jangangolput santai,hallo sahabat semua semalam sudah pada nonton kang debatcapres  pasti diantara ketiga paslon yang sudah memaparkan gagasan visi dan misi mereka ada yang nyantol hatimu  yuk gunakan hak suaramu dan jangan golput  debatcapres februari jangangolput santai,"['hallo', 'sahabat', 'semua', 'semalam', 'sudah', 'pada', 'nonton', 'kang', 'debatcapres', 'pasti', 'diantara', 'ketiga', 'paslon', 'yang', 'sudah', 'memaparkan', 'gagasan', 'visi', 'dan', 'misi', 'mereka', 'ada', 'yang', 'nyantol', 'hatimu', 'yuk', 'gunakan', 'hak', 'suaramu', 'dan', 'jangan', 'golput', 'debatcapres', 'februari', 'jangangolput', 'santai']","['hallo', 'sahabat', 'semalam', 'nonton', 'kang', 'debatcapres', 'ketiga', 'paslon', 'memaparkan', 'gagasan', 'visi', 'misi', 'nyantol', 'hatimu', 'yuk', 'hak', 'suaramu', 'golput', 'debatcapres', 'februari', 'jangangolput', 'santai']",hallo sahabat malam nonton kang debatcapres tiga paslon papar gagas visi misi nyantol hati yuk hak suara golput debatcapres februari jangangolput santai
@KuntoAjiW Sepertinya menarik. Aku inget pertama kali si bapak berjoget ini di debat capres 2019 lalu.,KuntoAjiW Sepertinya menarik Aku inget pertama kali si bapak berjoget ini di debat capres  lalu,kuntoajiw sepertinya menarik aku inget pertama kali si bapak berjoget ini di debat capres  lalu,"['kuntoajiw', 'sepertinya', 'menarik', 'aku', 'inget', 'pertama', 'kali', 'si', 'bapak', 'berjoget', 'ini', 'di', 'debat', 'capres', 'lalu']","['kuntoajiw', 'menarik', 'inget', 'kali', 'si', 'berjoget', 'debat', 'capres']",kuntoajiw tarik inget kali si joget debat capres
